idiom,submission,category,rating,likes,dislikes,reports,idiom_indices,idiom_words,lemmas,words
karşı çıkmak,Karşıdaki büfede ekmek kalmamış üst yola çıkman lazım.,nonidiom,0.75,3,1,0,"[0, 6]","['Karşıdaki', 'çıkman']","['karşı', 'büfe', 'ekmek', 'kalmak', 'üst', 'yol', 'çıkmak', 'lazım', '.']","['Karşıdaki', 'büfede', 'ekmek', 'kalmamış', 'üst', 'yola', 'çıkman', 'lazım', '.']"
karşı çıkmak,"Gözümü kapatınca karşımda beliriyor, aklımdan çıkmıyorsun.",nonidiom,1.0,3,0,0,"[2, 6]","['karşımda', 'çıkmıyorsun']","['göz', 'kapatmak', 'karşı', 'belirmek', ',', 'akıl', 'çıkmak', '.']","['Gözümü', 'kapatınca', 'karşımda', 'beliriyor', ',', 'aklımdan', 'çıkmıyorsun', '.']"
karşı çıkmak,Şu karşı dağa çıkmak için teleferiğe mi binmek gerekiyor?,nonidiom,1.0,3,0,0,"[1, 3]","['karşı', 'çıkmak']","['şu', 'karşı', 'dağ', 'çıkmak', 'iç', 'teleferik', 'Mi', 'binmek', 'gerekmek', '?']","['Şu', 'karşı', 'dağa', 'çıkmak', 'için', 'teleferiğe', 'mi', 'binmek', 'gerekiyor', '?']"
karşı çıkmak,Karşı köydeki Ali doktor çıkmış,nonidiom,1.0,3,0,0,"[0, 4]","['Karşı', 'çıkmış']","['karşı', 'köy', 'ali', 'doktor', 'çıkmak']","['Karşı', 'köydeki', 'Ali', 'doktor', 'çıkmış']"
karşı çıkmak,Karşı sitedeki fırında taze simit çıktı,nonidiom,0.75,3,1,0,"[0, 5]","['Karşı', 'çıktı']","['karşı', 'site', 'fır', 'Taze', 'simit', 'çıkmak']","['Karşı', 'sitedeki', 'fırında', 'taze', 'simit', 'çıktı']"
karşı çıkmak,Rakibine karşı elde ettiğin bu başarı basamakları bir bir çıkmana yardımcı olacak,nonidiom,1.0,3,0,0,"[1, 9]","['karşı', 'çıkmana']","['rakip', 'karşı', 'el', 'etmek', 'bu', 'Başar', 'basamak', 'bir', 'bir', 'çıkmak', 'yardımcı', 'olmak']","['Rakibine', 'karşı', 'elde', 'ettiğin', 'bu', 'başarı', 'basamakları', 'bir', 'bir', 'çıkmana', 'yardımcı', 'olacak']"
karşı çıkmak,Onunla karşı karşıya gelmemek için odadan dışarı çıkamıyorum,nonidiom,1.0,3,0,0,"[2, 7]","['karşıya', 'çıkamıyorum']","['on', 'karşı', 'karşı', 'gelmek', 'iç', 'oda', 'dışarı', 'çıkmak']","['Onunla', 'karşı', 'karşıya', 'gelmemek', 'için', 'odadan', 'dışarı', 'çıkamıyorum']"
karşı çıkmak,Çocuklara karşı sesiniz daha kısık bir tonda çıkmalı.,nonidiom,1.0,4,0,0,"[1, 7]","['karşı', 'çıkmalı']","['Çocuk', 'karşı', 'ses', 'daha', 'kısık', 'bir', 'ton', 'çıkmak', '.']","['Çocuklara', 'karşı', 'sesiniz', 'daha', 'kısık', 'bir', 'tonda', 'çıkmalı', '.']"
karşı çıkmak,Olay çıkan sokak şu karşıdaki mi?,nonidiom,1.0,4,0,0,"[4, 1]","['karşıdaki', 'çıkan']","['olay', 'çıkmak', 'Sokak', 'şu', 'karşı', 'Mi', '?']","['Olay', 'çıkan', 'sokak', 'şu', 'karşıdaki', 'mi', '?']"
karşı çıkmak,Karşı kaldırıma çıkarken düştü,nonidiom,1.0,5,0,0,"[0, 2]","['Karşı', 'çıkarken']","['karşı', 'kaldırım', 'çıkmak', 'düş']","['Karşı', 'kaldırıma', 'çıkarken', 'düştü']"
karşı çıkmak,"Yolda yürürken birden karşıma çıktı, ne yapacağımı şaşırdım",nonidiom,0.0,0,0,0,"[3, 4]","['karşıma', 'çıktı']","['yol', 'yürümek', 'birden', 'karşı', 'çıkmak', ',', 'ne', 'yapmak', 'şaşırmak']","['Yolda', 'yürürken', 'birden', 'karşıma', 'çıktı', ',', 'ne', 'yapacağımı', 'şaşırdım']"
karşı çıkmak,Karşıma bir daha çıkman asrın hatası olur.,nonidiom,1.0,4,0,0,"[0, 3]","['Karşıma', 'çıkman']","['karşı', 'bir', 'daha', 'çıkmak', 'asır', 'hata', 'olur', '.']","['Karşıma', 'bir', 'daha', 'çıkman', 'asrın', 'hatası', 'olur', '.']"
karşı çıkmak,Tren raydan çıkıp karşıdaki boş alana devrildi.,nonidiom,1.0,4,0,0,"[3, 2]","['karşıdaki', 'çıkıp']","['tren', 'ray', 'çıkmak', 'karşı', 'boş', 'A', 'devirmek', '.']","['Tren', 'raydan', 'çıkıp', 'karşıdaki', 'boş', 'alana', 'devrildi', '.']"
karşı çıkmak,Karşı balkona çıkan kedi yedinci Kattan aşağı düştü,nonidiom,1.0,4,0,0,"[0, 2]","['Karşı', 'çıkan']","['karşı', 'balkon', 'çıkmak', 'kedi', 'yedinci', 'kat', 'aşağı', 'düş']","['Karşı', 'balkona', 'çıkan', 'kedi', 'yedinci', 'Kattan', 'aşağı', 'düştü']"
karşı çıkmak,Karşı kaldırıma çıkmak için adımını yola attığında büyük korku yaşadı,nonidiom,1.0,5,0,0,"[0, 2]","['Karşı', 'çıkmak']","['karşı', 'kaldırım', 'çıkmak', 'iç', 'adım', 'yol', 'atmak', 'Büyük', 'korku', 'yaşamak']","['Karşı', 'kaldırıma', 'çıkmak', 'için', 'adımını', 'yola', 'attığında', 'büyük', 'korku', 'yaşadı']"
karşı çıkmak,önce caddeye çıktı sonra karşıdan karşıya geçmeyi başardı,nonidiom,0.8,4,1,0,"[4, 2]","['karşıdan', 'çıktı']","['ön', 'cadde', 'çıkmak', 'sonra', 'karşı', 'karşı', 'geçmek', 'Başar']","['önce', 'caddeye', 'çıktı', 'sonra', 'karşıdan', 'karşıya', 'geçmeyi', 'başardı']"
karşı çıkmak,Dodo'nun karşısına çıkan hatalar beni yavaşlatmasa çoktan birinciydim.,nonidiom,1.0,5,0,0,"[1, 2]","['karşısına', 'çıkan']","['Dodo', 'karşı', 'çıkmak', 'hata', 'ben', 'yavaşlamak', 'çok', 'birinci', '.']","[""Dodo'nun"", 'karşısına', 'çıkan', 'hatalar', 'beni', 'yavaşlatmasa', 'çoktan', 'birinciydim', '.']"
karşı çıkmak,Karşılıklı duvarlar arasına gerdiğim ip yerinden çıkmış.,nonidiom,0.75,3,1,0,"[0, 6]","['Karşılıklı', 'çıkmış']","['karşı', 'duvar', 'ara', 'germek', 'ip', 'yerinde', 'çıkmak', '.']","['Karşılıklı', 'duvarlar', 'arasına', 'gerdiğim', 'ip', 'yerinden', 'çıkmış', '.']"
karşı çıkmak,Önerdiğim fikrin çok saçma olduğunu söyledi ve karşı çıktı,nonidiom,0.8,4,1,0,"[7, 8]","['karşı', 'çıktı']","['önermek', 'fikir', 'çok', 'saçma', 'olmak', 'söylemek', 've', 'karşı', 'çıkmak']","['Önerdiğim', 'fikrin', 'çok', 'saçma', 'olduğunu', 'söyledi', 've', 'karşı', 'çıktı']"
karşı çıkmak,Karşıma çıkacak yüzü de varmış meğer!,nonidiom,1.0,5,0,0,"[0, 1]","['Karşıma', 'çıkacak']","['karşı', 'çıkmak', 'yüz', 'de', 'var', 'Meğer', '!']","['Karşıma', 'çıkacak', 'yüzü', 'de', 'varmış', 'meğer', '!']"
karşı çıkmak,Hata çıkmasa karşıma neler yapacağım da!,nonidiom,1.0,4,0,0,"[2, 1]","['karşıma', 'çıkmasa']","['hata', 'çıkmak', 'karşı', 'Ne', 'yapmak', 'da', '!']","['Hata', 'çıkmasa', 'karşıma', 'neler', 'yapacağım', 'da', '!']"
karşı çıkmak,"Ne zaman oylama yapmaya kalksam, karşıma aynı hata çıkıyor.",nonidiom,1.0,4,0,0,"[6, 9]","['karşıma', 'çıkıyor']","['Ne', 'zaman', 'oylamak', 'yapmak', 'kalkmak', ',', 'karşı', 'aynı', 'hata', 'çıkmak', '.']","['Ne', 'zaman', 'oylama', 'yapmaya', 'kalksam', ',', 'karşıma', 'aynı', 'hata', 'çıkıyor', '.']"
karşı çıkmak,"Yola çık, karşı köye var ve beni bekle",nonidiom,1.0,3,0,0,"[3, 1]","['karşı', 'çık']","['yol', 'çıkmak', ',', 'karşı', 'köy', 'var', 've', 'ben', 'bek']","['Yola', 'çık', ',', 'karşı', 'köye', 'var', 've', 'beni', 'bekle']"
karşı çıkmak,Karşı savunma yapmak bile bir çıkar yol değil bu davada,nonidiom,0.6666666666666666,2,1,0,"[0, 5]","['Karşı', 'çıkar']","['karşı', 'savunmak', 'yapmak', 'bilemek', 'bir', 'çıkmak', 'yol', 'değil', 'bu', 'dava']","['Karşı', 'savunma', 'yapmak', 'bile', 'bir', 'çıkar', 'yol', 'değil', 'bu', 'davada']"
karşı çıkmak,Kayalıklara çıkan kız karşı kıyıyı zor görüyordu,nonidiom,1.0,4,0,0,"[3, 1]","['karşı', 'çıkan']","['kaya', 'çıkmak', 'kız', 'karşı', 'kıyı', 'zor', 'görmek']","['Kayalıklara', 'çıkan', 'kız', 'karşı', 'kıyıyı', 'zor', 'görüyordu']"
karşı çıkmak,Karşı kıyıda yüzen insanlar karaya çıkmak için çabalıyor,nonidiom,1.0,5,0,0,"[0, 5]","['Karşı', 'çıkmak']","['karşı', 'kıyı', 'yüzmek', 'İnsa', 'kara', 'çıkmak', 'iç', 'çabalamak']","['Karşı', 'kıyıda', 'yüzen', 'insanlar', 'karaya', 'çıkmak', 'için', 'çabalıyor']"
karşı çıkmak,Bu konuşmalardan o kadar bunaldım ki karşıma çıkan ilk kadınla evleneceğim.,nonidiom,0.75,3,0,1,"[6, 7]","['karşıma', 'çıkan']","['bu', 'konuşmak', 'o', 'Kadar', 'bunalmak', 'ki', 'karşı', 'çıkmak', 'ilk', 'kadı', 'evlenmek', '.']","['Bu', 'konuşmalardan', 'o', 'kadar', 'bunaldım', 'ki', 'karşıma', 'çıkan', 'ilk', 'kadınla', 'evleneceğim', '.']"
karşı çıkmak,Karşındaki sandalyeyi getir de çıkıp ampulü değiştireyim.,nonidiom,1.0,4,0,0,"[0, 4]","['Karşındaki', 'çıkıp']","['karşı', 'sandalye', 'getirmek', 'de', 'çıkmak', 'ampul', 'değişmek', '.']","['Karşındaki', 'sandalyeyi', 'getir', 'de', 'çıkıp', 'ampulü', 'değiştireyim', '.']"
karşı çıkmak,Karşı binanın çatısına çıkan kediyi itfaiye kurtardı,nonidiom,1.0,5,0,0,"[0, 3]","['Karşı', 'çıkan']","['karşı', 'bina', 'çatı', 'çıkmak', 'kedi', 'itfaiye', 'kurtarmak']","['Karşı', 'binanın', 'çatısına', 'çıkan', 'kediyi', 'itfaiye', 'kurtardı']"
karşı çıkmak,Karşı takımın yöneticileri bu maçtan çıkar sağlamak için elinden geleni yapıyor,nonidiom,1.0,5,0,0,"[0, 5]","['Karşı', 'çıkar']","['karşı', 'takı', 'yönetmek', 'bu', 'maç', 'çıkmak', 'sağlamak', 'iç', 'el', 'gelen', 'yapmak']","['Karşı', 'takımın', 'yöneticileri', 'bu', 'maçtan', 'çıkar', 'sağlamak', 'için', 'elinden', 'geleni', 'yapıyor']"
karşı çıkmak,Genç çocuğun karşısına en sevdiği  öğretmen pastayla çıkmıştı.,nonidiom,1.0,4,0,0,"[2, 7]","['karşısına', 'çıkmıştı']","['genç', 'çocuk', 'karşı', 'en', 'sevmek', 'öğretmek', 'pasta', 'çıkmak', '.']","['Genç', 'çocuğun', 'karşısına', 'en', 'sevdiği', 'öğretmen', 'pastayla', 'çıkmıştı', '.']"
karşı çıkmak,Savaş boyalarını sürüp çıktık karşına!,nonidiom,1.0,3,0,0,"[4, 3]","['karşına', 'çıktık']","['savaş', 'boya', 'sürmek', 'çıkmak', 'karşı', '!']","['Savaş', 'boyalarını', 'sürüp', 'çıktık', 'karşına', '!']"
karşı çıkmak,Eski kocam her yerde karşıma çıkıyor.,nonidiom,0.75,3,1,0,"[4, 5]","['karşıma', 'çıkıyor']","['eski', 'koca', 'her', 'yer', 'karşı', 'çıkmak', '.']","['Eski', 'kocam', 'her', 'yerde', 'karşıma', 'çıkıyor', '.']"
karşı çıkmak,teyzesine arka çıkmak için okul karşısına çıkmıştı,nonidiom,0.4,2,1,2,"[5, 6]","['karşısına', 'çıkmıştı']","['teyze', 'arka', 'çıkmak', 'iç', 'okul', 'karşı', 'çıkmak']","['teyzesine', 'arka', 'çıkmak', 'için', 'okul', 'karşısına', 'çıkmıştı']"
karşı çıkmak,Sen çıktığında ben karşı dairedeydim.,nonidiom,1.0,4,0,0,"[3, 1]","['karşı', 'çıktığında']","['se', 'çıkmak', 'ben', 'karşı', 'daire', '.']","['Sen', 'çıktığında', 'ben', 'karşı', 'dairedeydim', '.']"
karşı çıkmak,Martılar karşı binanın çatısına çıkmayı huy edindi,nonidiom,1.0,4,0,0,"[1, 4]","['karşı', 'çıkmayı']","['martı', 'karşı', 'bina', 'çatı', 'çıkmak', 'huy', 'edinmek']","['Martılar', 'karşı', 'binanın', 'çatısına', 'çıkmayı', 'huy', 'edindi']"
karşı çıkmak,Karşısına o çıkınca dona kalmıştı,nonidiom,0.8,4,1,0,"[0, 2]","['Karşısına', 'çıkınca']","['karşı', 'o', 'çıkmak', 'don', 'kalmak']","['Karşısına', 'o', 'çıkınca', 'dona', 'kalmıştı']"
karşı çıkmak,Dodo karşısına yeni bir cümle çıkarsa heyecandan şapkasını çıkartırmış.,nonidiom,1.0,4,0,0,"[1, 5]","['karşısına', 'çıkarsa']","['Dodo', 'karşı', 'yen', 'bir', 'cümle', 'çıkmak', 'heyecan', 'şapka', 'çıkarmak', '.']","['Dodo', 'karşısına', 'yeni', 'bir', 'cümle', 'çıkarsa', 'heyecandan', 'şapkasını', 'çıkartırmış', '.']"
karşı çıkmak,Beşiktaş'ın karşısına PAOK çıkacaksa sirtakiyi şimdiden hazırlayalım.,nonidiom,1.0,4,0,0,"[1, 3]","['karşısına', 'çıkacaksa']","['Beşiktaş', 'karşı', 'Paok', 'çıkmak', 'sirtaki', 'şimdiden', 'hazırlamak', '.']","[""Beşiktaş'ın"", 'karşısına', 'PAOK', 'çıkacaksa', 'sirtakiyi', 'şimdiden', 'hazırlayalım', '.']"
karşı çıkmak,Güneş bulutların arkasından çıkarsa karşı yamaçlardaki karlar erir.,nonidiom,1.0,4,0,0,"[4, 3]","['karşı', 'çıkarsa']","['Güneş', 'bulut', 'arka', 'çıkmak', 'karşı', 'yamaç', 'kar', 'erimek', '.']","['Güneş', 'bulutların', 'arkasından', 'çıkarsa', 'karşı', 'yamaçlardaki', 'karlar', 'erir', '.']"
karşı çıkmak,Benimle dışarıda karşılaşmak istiyorsan evinden daha sık çıkmalısın.,nonidiom,1.0,4,0,0,"[2, 7]","['karşılaşmak', 'çıkmalısın']","['ben', 'dışarı', 'karşı', 'istemek', 'Evin', 'daha', 'sıkmak', 'çıkmak', '.']","['Benimle', 'dışarıda', 'karşılaşmak', 'istiyorsan', 'evinden', 'daha', 'sık', 'çıkmalısın', '.']"
karşı çıkmak,Karşıdaki merdivenlerden çıkıp soldaki ikinci kapıyı çaldı.,nonidiom,1.0,4,0,0,"[0, 2]","['Karşıdaki', 'çıkıp']","['karşı', 'merdiven', 'çıkmak', 'sol', 'ikinci', 'kapı', 'çalmak', '.']","['Karşıdaki', 'merdivenlerden', 'çıkıp', 'soldaki', 'ikinci', 'kapıyı', 'çaldı', '.']"
karşı çıkmak,laptop da karşıma sevdiğim resimler çıktı,nonidiom,1.0,4,0,0,"[2, 5]","['karşıma', 'çıktı']","['laptop', 'da', 'karşı', 'sevmek', 'resimlemek', 'çıkmak']","['laptop', 'da', 'karşıma', 'sevdiğim', 'resimler', 'çıktı']"
karşı çıkmak,"Liderlik sıralamasında karşıma bu tablonun çıkmasını beklemiyordum, çok şaşırdım.",nonidiom,1.0,3,0,0,"[2, 5]","['karşıma', 'çıkmasını']","['lider', 'sıralamak', 'karşı', 'bu', 'tablo', 'çıkmak', 'beklemek', ',', 'çok', 'şaşırmak', '.']","['Liderlik', 'sıralamasında', 'karşıma', 'bu', 'tablonun', 'çıkmasını', 'beklemiyordum', ',', 'çok', 'şaşırdım', '.']"
karşı çıkmak,Manzaraya karşı fırından yeni çıkmış simit yedim.,nonidiom,0.75,3,1,0,"[1, 4]","['karşı', 'çıkmış']","['manzara', 'karşı', 'fır', 'yen', 'çıkmak', 'simit', 'yemek', '.']","['Manzaraya', 'karşı', 'fırından', 'yeni', 'çıkmış', 'simit', 'yedim', '.']"
karşı çıkmak,Yaptığın hatalar karşı durduğun ideolojiye çıkar sağlıyor,nonidiom,1.0,5,0,0,"[2, 5]","['karşı', 'çıkar']","['yapmak', 'hata', 'karşı', 'durmak', 'ideoloji', 'çıkmak', 'sağlamak']","['Yaptığın', 'hatalar', 'karşı', 'durduğun', 'ideolojiye', 'çıkar', 'sağlıyor']"
karşı çıkmak,Sel suları karşısına çıkan her şeyi yuttu.,nonidiom,1.0,4,0,0,"[2, 3]","['karşısına', 'çıkan']","['sel', 'su', 'karşı', 'çıkmak', 'her', 'şe', 'yumak', '.']","['Sel', 'suları', 'karşısına', 'çıkan', 'her', 'şeyi', 'yuttu', '.']"
karşı çıkmak,Sokağa çıkma yasağına karşı eylem mi yapılmış?,nonidiom,1.0,4,0,0,"[3, 1]","['karşı', 'çıkma']","['sokak', 'çıkmak', 'yasak', 'karşı', 'eylem', 'Mi', 'yapmak', '?']","['Sokağa', 'çıkma', 'yasağına', 'karşı', 'eylem', 'mi', 'yapılmış', '?']"
karşı çıkmak,Karşı şeritteki araç yoldan çıktı.,nonidiom,1.0,6,0,0,"[0, 4]","['Karşı', 'çıktı']","['karşı', 'şerit', 'Araç', 'yol', 'çıkmak', '.']","['Karşı', 'şeritteki', 'araç', 'yoldan', 'çıktı', '.']"
karşı çıkmak,Bugün son olduğunu öğrenince tüm zorluklara karşı motivasyonumuz en üst seviyeye çıktı.,nonidiom,1.0,3,0,0,"[6, 11]","['karşı', 'çıktı']","['bugün', 'son', 'olmak', 'öğrenmek', 'tüm', 'zor', 'karşı', 'motivasyon', 'en', 'üst', 'seviye', 'çıkmak', '.']","['Bugün', 'son', 'olduğunu', 'öğrenince', 'tüm', 'zorluklara', 'karşı', 'motivasyonumuz', 'en', 'üst', 'seviyeye', 'çıktı', '.']"
karşı çıkmak,Yeni çıkan tatlılardan karşı komşuyada verelim,nonidiom,0.75,3,1,0,"[3, 1]","['karşı', 'çıkan']","['yen', 'çıkmak', 'tat', 'karşı', 'komşuyada', 'vermek']","['Yeni', 'çıkan', 'tatlılardan', 'karşı', 'komşuyada', 'verelim']"
karşı çıkmak,"Sokağa çık da, karşı sokaktaki polisler ceza yazsın sana!",nonidiom,1.0,3,0,0,"[4, 1]","['karşı', 'çık']","['sokak', 'çıkmak', 'da', ',', 'karşı', 'Sokak', 'polis', 'ceza', 'yaz', 'san', '!']","['Sokağa', 'çık', 'da', ',', 'karşı', 'sokaktaki', 'polisler', 'ceza', 'yazsın', 'sana', '!']"
karşı çıkmak,Ona karşı olan hislerim sakladığım yerden çıktı.,nonidiom,0.75,3,1,0,"[1, 6]","['karşı', 'çıktı']","['onamak', 'karşı', 'o', 'his', 'saklamak', 'yer', 'çıkmak', '.']","['Ona', 'karşı', 'olan', 'hislerim', 'sakladığım', 'yerden', 'çıktı', '.']"
karşı çıkmak,Ağzından çıkan tükürük karşıdaki insana isabet edince utancından kıpkırmızı oldu.,nonidiom,1.0,4,0,0,"[3, 1]","['karşıdaki', 'çıkan']","['ağız', 'çıkmak', 'tükürük', 'karşı', 'İnsa', 'isabet', 'etmek', 'utanç', 'kıpkırmızı', 'olmak', '.']","['Ağzından', 'çıkan', 'tükürük', 'karşıdaki', 'insana', 'isabet', 'edince', 'utancından', 'kıpkırmızı', 'oldu', '.']"
karşı çıkmak,Karanlıkta karşıma köpek çıkınca çok korktum.,nonidiom,1.0,5,0,0,"[1, 3]","['karşıma', 'çıkınca']","['karmak', 'karşı', 'köpek', 'çıkmak', 'çok', 'korkmak', '.']","['Karanlıkta', 'karşıma', 'köpek', 'çıkınca', 'çok', 'korktum', '.']"
karşı çıkmak,Dişi çıktı mı şu karşı dairedeki bebeğin?,nonidiom,0.6666666666666666,2,1,0,"[4, 1]","['karşı', 'çıktı']","['dişi', 'çıkmak', 'mı', 'şu', 'karşı', 'daire', 'bebek', '?']","['Dişi', 'çıktı', 'mı', 'şu', 'karşı', 'dairedeki', 'bebeğin', '?']"
karşı çıkmak,Oynadığı oyunda karşısına çıkmıştı,nonidiom,0.75,3,1,0,"[2, 3]","['karşısına', 'çıkmıştı']","['oynamak', 'oyun', 'karşı', 'çıkmak']","['Oynadığı', 'oyunda', 'karşısına', 'çıkmıştı']"
karşı çıkmak,Ağzından çıkan o kötü sözleri karşı apatman bile duydu!,nonidiom,1.0,4,0,0,"[5, 1]","['karşı', 'çıkan']","['ağız', 'çıkmak', 'o', 'kötü', 'söz', 'karşı', 'apatman', 'bilemek', 'duymak', '!']","['Ağzından', 'çıkan', 'o', 'kötü', 'sözleri', 'karşı', 'apatman', 'bile', 'duydu', '!']"
karşı çıkmak,korkutuğu her şey bir bir karşısına çıkıyordu,nonidiom,0.75,3,1,0,"[5, 6]","['karşısına', 'çıkıyordu']","['korkutuğu', 'her', 'şey', 'bir', 'bir', 'karşı', 'çıkmak']","['korkutuğu', 'her', 'şey', 'bir', 'bir', 'karşısına', 'çıkıyordu']"
karşı çıkmak,Evin karşısındaki deniz dururken havuzdan çıkmamana anlam veremiyorum.,nonidiom,1.0,4,0,0,"[1, 5]","['karşısındaki', 'çıkmamana']","['Evin', 'karşı', 'de', 'durmak', 'havuz', 'çıkmak', 'anlam', 'vermek', '.']","['Evin', 'karşısındaki', 'deniz', 'dururken', 'havuzdan', 'çıkmamana', 'anlam', 'veremiyorum', '.']"
kolları sıvamak,Sait elini kolunu sıvayıp ıstakozu çıtır çıtır kırmıştır.,idiom,0.5,2,2,0,"[2, 3]","['kolunu', 'sıvayıp']","['Sait', 'el', 'kol', 'sıvamak', 'ıstakoz', 'çıtır', 'çıtır', 'kırmak', '.']","['Sait', 'elini', 'kolunu', 'sıvayıp', 'ıstakozu', 'çıtır', 'çıtır', 'kırmıştır', '.']"
kolları sıvamak,Çumra'da spor için kollar sıvandı.,idiom,1.0,4,0,0,"[3, 4]","['kollar', 'sıvandı']","['Çumra', 'spor', 'için', 'kol', 'sıvamak', '.']","[""Çumra'da"", 'spor', 'için', 'kollar', 'sıvandı', '.']"
kolları sıvamak,Ona yardım etmek için kolları sıvadım.,idiom,1.0,3,0,0,"[4, 5]","['kolları', 'sıvadım']","['onamak', 'yar', 'etmek', 'için', 'kol', 'sıvamak', '.']","['Ona', 'yardım', 'etmek', 'için', 'kolları', 'sıvadım', '.']"
kolları sıvamak,Selami de kolları paçaları sıvayıp Ali Naci'nin yardımına koşmuştu.,idiom,0.75,3,1,0,"[2, 4]","['kolları', 'sıvayıp']","['Selami', 'de', 'kol', 'paça', 'sıvamak', 'ali', 'Naci', 'yardım', 'koşmak', '.']","['Selami', 'de', 'kolları', 'paçaları', 'sıvayıp', 'Ali', ""Naci'nin"", 'yardımına', 'koşmuştu', '.']"
kolları sıvamak,Hep birlikte daha güzel bir gelecek için kolları sıvayalım.,idiom,1.0,4,0,0,"[7, 8]","['kolları', 'sıvayalım']","['hep', 'Birlik', 'daha', 'güzel', 'bir', 'gelmek', 'için', 'kol', 'sıvamak', '.']","['Hep', 'birlikte', 'daha', 'güzel', 'bir', 'gelecek', 'için', 'kolları', 'sıvayalım', '.']"
kolları sıvamak,Partimiz seçimler için kolları sıvadı.,idiom,1.0,3,0,0,"[3, 4]","['kolları', 'sıvadı']","['parti', 'seçi', 'için', 'kol', 'sıvamak', '.']","['Partimiz', 'seçimler', 'için', 'kolları', 'sıvadı', '.']"
kolları sıvamak,"Sonra, yine böyle sağ el ile, sol kol sıvanır.",idiom,0.5,2,2,0,"[9, 10]","['kol', 'sıvanır']","['sonra', ',', 'yine', 'böyle', 'sağmak', 'el', 'il', ',', 'solmak', 'kol', 'sıvamak', '.']","['Sonra', ',', 'yine', 'böyle', 'sağ', 'el', 'ile', ',', 'sol', 'kol', 'sıvanır', '.']"
kolları sıvamak,Haydi maçı kazanmak için kolları sıvayalım.,idiom,1.0,4,0,0,"[4, 5]","['kolları', 'sıvayalım']","['haydi', 'maç', 'kazanmak', 'için', 'kol', 'sıvamak', '.']","['Haydi', 'maçı', 'kazanmak', 'için', 'kolları', 'sıvayalım', '.']"
kolları sıvamak,"Bu iş için kollarımızı sıvadık, en kısa sürede halledeceğiz.",idiom,1.0,4,0,0,"[3, 4]","['kollarımızı', 'sıvadık']","['bu', 'iş', 'için', 'kol', 'sıvamak', ',', 'en', 'kısmak', 'süre', 'halletmek', '.']","['Bu', 'iş', 'için', 'kollarımızı', 'sıvadık', ',', 'en', 'kısa', 'sürede', 'halledeceğiz', '.']"
kolları sıvamak,Kolları sıvadığına göre bitirmen lazım bu işi.,idiom,0.75,3,1,0,"[0, 1]","['Kolları', 'sıvadığına']","['kol', 'sıvamak', 'göre', 'bitirmek', 'Laz', 'bu', 'iş', '.']","['Kolları', 'sıvadığına', 'göre', 'bitirmen', 'lazım', 'bu', 'işi', '.']"
kolları sıvamak,“Bu işi bitirmek için bir an önce kolları sıvamalıyız” deyim örneği.,idiom,1.0,3,0,0,"[8, 9]","['kolları', 'sıvamalıyız']","['“', 'bu', 'iş', 'bitirmek', 'için', 'bir', 'anmak', 'önce', 'kol', 'sıvamak', '”', 'de', 'örnek', '.']","['“', 'Bu', 'işi', 'bitirmek', 'için', 'bir', 'an', 'önce', 'kolları', 'sıvamalıyız', '”', 'deyim', 'örneği', '.']"
kolları sıvamak,Bu işe başlamak için kolları sıvadık.,idiom,1.0,4,0,0,"[4, 5]","['kolları', 'sıvadık']","['bu', 'işemek', 'başlamak', 'için', 'kol', 'sıvamak', '.']","['Bu', 'işe', 'başlamak', 'için', 'kolları', 'sıvadık', '.']"
kolları sıvamak,Kolları sıvayıp derse giriştim.,idiom,1.0,4,0,0,"[0, 1]","['Kolları', 'sıvayıp']","['kol', 'sıvamak', 'ders', 'girişmek', '.']","['Kolları', 'sıvayıp', 'derse', 'giriştim', '.']"
kolları sıvamak,Yapay zekayı eğitmek için kolları sıvadık.,idiom,1.0,4,0,0,"[4, 5]","['kolları', 'sıvadık']","['yapay', 'zekâ', 'eğitmek', 'için', 'kol', 'sıvamak', '.']","['Yapay', 'zekayı', 'eğitmek', 'için', 'kolları', 'sıvadık', '.']"
kolları sıvamak,Artık kolları sıvamak gerekmiyor mu bu iş için?,idiom,1.0,3,0,0,"[1, 2]","['kolları', 'sıvamak']","['artık', 'kol', 'sıvamak', 'gerekmek', 'Mu', 'bu', 'iş', 'için', '?']","['Artık', 'kolları', 'sıvamak', 'gerekmiyor', 'mu', 'bu', 'iş', 'için', '?']"
kolları sıvamak,Yardıma ihtiyaç olduğunu görünce kolları sıvadı.,idiom,1.0,5,0,0,"[4, 5]","['kolları', 'sıvadı']","['yardım', 'ihtiyaç', 'olmak', 'görmek', 'kol', 'sıvamak', '.']","['Yardıma', 'ihtiyaç', 'olduğunu', 'görünce', 'kolları', 'sıvadı', '.']"
kolları sıvamak,Plan yapmak kolay ama kolay ama iş kolları sıvamaya gelince kimse gönüllü olmuyor.,idiom,0.75,3,0,1,"[7, 8]","['kolları', 'sıvamaya']","['plan', 'yapmak', 'kolay', 'ama', 'kolay', 'ama', 'iş', 'kol', 'sıvamak', 'gelmek', 'kimse', 'Gönül', 'olmak', '.']","['Plan', 'yapmak', 'kolay', 'ama', 'kolay', 'ama', 'iş', 'kolları', 'sıvamaya', 'gelince', 'kimse', 'gönüllü', 'olmuyor', '.']"
